source_concept_id,source_code,source_code_description_mod,source_code_description,source_counts,comments,target_concept_id,target_concept_code,target_concept_name,target_concept_class_id,target_standard_concept,target_invalid_reason,target_domain_id,target_vocabulary_id
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19005046,684879,pyridoxine,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,1308738,11248,vitamin B12,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19024770,1588,Biotin,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19088079,62400,pantothenate,Ingredient,Standard,Valid,Drug,RxNorm
35404133,58657013390,"THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium","THRIVITE RX - folic acid, .beta.-carotene, cholecalciferol, .alpha.-tocopherol acetate, dl-, ascorbic acid, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium pantothenate, calcium carbonate, potassium",,,19035704,1897,Calcium Carbonate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45119707,49452781001,THYROID POWDER,THYROID POWDER,,,35141242,OMOP4798371,thyroid (USP) Oral Powder,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45120844,51927237500,TOBRAMYCIN POWDER,TOBRAMYCIN POWDER,,,902722,10627,Tobramycin,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45374532,38779031901,TOBRAMYCIN SULFATE POWDER,TOBRAMYCIN SULFATE POWDER,,,902722,10627,Tobramycin,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45282857,00212458072,TOLEREX PACKET,TOLEREX PACKET,,,17,,,,,,,
,,,,,,,,,,,,,
45135478,38779244304,TOPIRAMATE POWDER,TOPIRAMATE POWDER,,,742267,38404,topiramate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45340449,37803274005,TRANS D HORMONE BASE CREAM,TRANS D HORMONE BASE CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
44863200,38779010108,UREA POWDER,UREA POWDER,,,906914,11002,Urea,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45359718,51552090605,URSODIOL POWDER,URSODIOL POWDER,,,988095,62427,Ursodeoxycholate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44863799,45334030001,VANICREAM SKIN CREAM,VANICREAM SKIN CREAM,,,17,,,,,,,
,,,,,,,,,,,,,
44933759,51927322600,VINPOCETINE POWDER,VINPOCETINE POWDER,,,19095462,24506,vinpocetine,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44963259,11845122905,VISION VITAMINS,VISION VITAMINS,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44877840,10135015760,VITAMIN B COMPLEX-VIT C CAP,VITAMIN B COMPLEX-VIT C CAP,,,19010970,11251,Vitamin B Complex,Ingredient,Standard,Valid,Drug,RxNorm
44877840,10135015760,VITAMIN B COMPLEX-VIT C CAP,VITAMIN B COMPLEX-VIT C CAP,,,19011773,1151,Ascorbic Acid,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44996728,10135015701,VITAMIN B COMPLEX-VIT C TABLET,VITAMIN B COMPLEX-VIT C TABLET,,,40955577,OMOP2153539,Ascorbic Acid / Vitamin B Complex Oral Tablet,Clinical Drug Form,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45291718,51927103400,"VITAMIN D3 2,400 UNITSML LIQ","VITAMIN D3 2,400 UNITS/ML LIQ",,,21129466,OMOP318282,Cholecalciferol 2400 UNT/ML,Clinical Drug Comp,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45343772,54629033110,VITAMIN E BEAUTY OIL,VITAMIN E BEAUTY OIL,,,17,,,,,,,
,,,,,,,,,,,,,
45316992,00212729818,VIVONEX PLUS PACKET,VIVONEX PLUS PACKET,,,17,,,,,,,
,,,,,,,,,,,,,
45840709,587670722,water 99mL100mL OPHTHALMIC LIQUID [cederroth emergency eye wash],water 99mL/100mL OPHTHALMIC LIQUID [cederroth emergency eye wash],,,17,,,,,,,
,,,,,,,,,,,,,
45060936,00179843512,WOMEN'S DAILY FORMULA TABLET,WOMEN'S DAILY FORMULA TABLET,,,36878782,OMOP994671,Multivitamin preparation,Ingredient,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44453098,62157022301,X - flumethasone powder,X - flumethasone powder,,,19055156,4458,Flumethasone,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
46348131,62157010001,X - kanamycin a sulfate powder,X - kanamycin a sulfate powder,,,1784749,6099,Kanamycin,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45108341,62991294701,XYLOSE POWDER,XYLOSE POWDER,,,19010499,11378,Xylose,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44866548,54629203851,ZINC LOZENGES,ZINC LOZENGES,,,17,,,,,,,
,,,,,,,,,,,,,
44880269,38779070201,ZINC SULFATE HEPTAHYDRATE POWD,ZINC SULFATE HEPTAHYDRATE POWD,,,19044522,39954,Zinc Sulfate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45255322,38779070208,ZINC SULFATE HEPTAHYDRATE POWD,ZINC SULFATE HEPTAHYDRATE POWD,,,19044522,39954,Zinc Sulfate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44865257,51552022003,ZINC SULFATE HEPTAHYDRATE POWD,ZINC SULFATE HEPTAHYDRATE POWD,,,19044522,39954,Zinc Sulfate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44967199,51552022006,ZINC SULFATE HEPTAHYDRATE POWD,ZINC SULFATE HEPTAHYDRATE POWD,,,19044522,39954,Zinc Sulfate,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45373099,17204044040,ZN-PLUS-PROTEIN 15 TABLET,ZN-PLUS-PROTEIN 15 MG TABLET,,"Unclear what kind of potein, I think better put in devices",17,,,,,,,
,,,,,,,,,,,,,
45113683,00575022905,Phosphorus 250 Potassium 7.12 MEQ Sodium 7.12 MEQ Oral Capsule,Phosphorus 250 MG / Potassium 7.12 MEQ / Sodium 7.12 MEQ Oral Capsule,,,19043395,8263,Phosphorus,Ingredient,Standard,Valid,Drug,RxNorm
45113683,00575022905,Phosphorus 250 Potassium 7.12 MEQ Sodium 7.12 MEQ Oral Capsule,Phosphorus 250 MG / Potassium 7.12 MEQ / Sodium 7.12 MEQ Oral Capsule,,,19049024,8588,Potassium,Ingredient,Standard,Valid,Drug,RxNorm
45113683,00575022905,Phosphorus 250 Potassium 7.12 MEQ Sodium 7.12 MEQ Oral Capsule,Phosphorus 250 MG / Potassium 7.12 MEQ / Sodium 7.12 MEQ Oral Capsule,,,19136048,9853,Sodium,Ingredient,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44874037,00270131558,150 ML Iopamidol 610 MGML Prefilled Syringe [Isovue-300],150 ML Iopamidol 610 MG/ML Prefilled Syringe [Isovue-300],,,17,,,,,,,
,,,,,,,,,,,,,
45122306,55045206403,24 HR Loratadine 10 Extended Release Tablet [Claritin],24 HR Loratadine 10 MG Extended Release Tablet [Claritin],,,43161544,OMOP488253,Loratadine 10 MG Delayed Release Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45213954,00122084566,Acetaminophen 500 Oral Tablet [Non-Aspirin],Acetaminophen 500 MG Oral Tablet [Non-Aspirin],,,19020053,198440,Acetaminophen 500 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45162171,00074339732,Ascorbic Acid 500 MGML Injectable Solution [Cenolate],Ascorbic Acid 500 MG/ML Injectable Solution [Cenolate],,,19073642,308395,Ascorbic Acid 500 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44893024,00781702223,Bacitracin 0.4 UNTMG Neomycin 0.0035 MGMG Polymyxin B 5 UNTMG Topical Ointment [Triple Antibiotic],Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment [Triple Antibiotic],,,19027805,204602,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45062954,00699511170,Benzocaine 0.2 MGMG Oral Gel [Topex],Benzocaine 0.2 MG/MG Oral Gel [Topex],,,19057476,238910,Benzocaine 0.2 MG/MG Oral Gel,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45105343,55045242606,Cefadroxil 500 Oral Capsule [Cefadroxil Monohydate],Cefadroxil 500 MG Oral Capsule [Cefadroxil Monohydate],,,19074847,309049,Cefadroxil 500 MG Oral Capsule,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45208629,58016011910,Cefadroxil 500 Oral Capsule [Cefadroxil Monohydate],Cefadroxil 500 MG Oral Capsule [Cefadroxil Monohydate],,,19074847,309049,Cefadroxil 500 MG Oral Capsule,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45191420,58016011912,Cefadroxil 500 Oral Capsule [Cefadroxil Monohydate],Cefadroxil 500 MG Oral Capsule [Cefadroxil Monohydate],,,19074847,309049,Cefadroxil 500 MG Oral Capsule,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45173907,55390011501,Cladribine 1 MGML Injectable Solution,Cladribine 1 MG/ML Injectable Solution,,,41242962,OMOP2440924,Cladribine 1 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45157071,57575000115,Cyclobenzaprine hydrochloride 10 Oral Tablet [Flex-10],Cyclobenzaprine hydrochloride 10 MG Oral Tablet [Flex-10],,,778765,828348,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45013817,10130815101,Dacarbazine 10 MGML Injectable Solution [DTIC-Dome],Dacarbazine 10 MG/ML Injectable Solution [DTIC-Dome],,,40930194,OMOP2128156,Dacarbazine 10 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45057773,64376073316,Dextromethorphan 3 MGML Guaifenesin 35 MGML Pseudoephedrine 6.4 MGML Oral Solution [Pseudo Cough],Dextromethorphan 3 MG/ML / Guaifenesin 35 MG/ML / Pseudoephedrine 6.4 MG/ML Oral Solution [Pseudo Cough],,,44818237,1535970,Dextromethorphan Hydrobromide 3 MG/ML / Guaifenesin 35 MG/ML / Pseudoephedrine Hydrochloride 6.4 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44953817,58298043216,Dextromethorphan 5 MGML Guaifenesin 45 MGML Oral Solution [Duratuss DM],Dextromethorphan 5 MG/ML / Guaifenesin 45 MG/ML Oral Solution [Duratuss DM],,,42898829,1307998,Dextromethorphan Hydrobromide 5 MG/ML / Guaifenesin 45 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45110098,68453050016,Dextromethorphan 5 MGML Guaifenesin 45 MGML Oral Solution [Duratuss DM],Dextromethorphan 5 MG/ML / Guaifenesin 45 MG/ML Oral Solution [Duratuss DM],,,42898829,1307998,Dextromethorphan Hydrobromide 5 MG/ML / Guaifenesin 45 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45027527,00338049002,EGG YOLK PHOSPHOLIPIDS 12 MGML Glycerol 22.5 MGML Soybean Oil 100 MGML Injectable Suspension [Intralipid],EGG YOLK PHOSPHOLIPIDS 12 MG/ML / Glycerol 22.5 MG/ML / Soybean Oil 100 MG/ML Injectable Suspension [Intralipid],,,17,,,,,,,
,,,,,,,,,,,,,
45368470,00314078470,Estradiol 40 MGML Injectable Solution [Valergen],Estradiol 40 MG/ML Injectable Solution [Valergen],,,19077058,310191,estradiol valerate 40 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45291672,51698025410,Estradiol 5 MGML Injectable Solution [Depestrate],Estradiol 5 MG/ML Injectable Solution [Depestrate],,,19077055,310187,estradiol cypionate 5 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45116424,11001025410,Estradiol 5 MGML Injectable Solution [Estra-D],Estradiol 5 MG/ML Injectable Solution [Estra-D],,,19077055,310187,estradiol cypionate 5 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44905686,68033001201,Factor VIII 62.5 UNTML Injectable Solution [Xyntha],Factor VIII 62.5 UNT/ML Injectable Solution [Xyntha],,,40928422,OMOP2126384,Factor VIII 62.5 UNT/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45225357,55566718502,Follicle Stimulating Hormone 75 UNTML Luteinizing Hormone 75 UNTML Injectable Solution [Repronex],Follicle Stimulating Hormone 75 UNT/ML / Luteinizing Hormone 75 UNT/ML Injectable Solution [Repronex],,,41085841,OMOP2283803,Follicle Stimulating Hormone 75 UNT/ML / Luteinizing Hormone 75 UNT/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
46353828,17089045918,GUNA-VTL - anti-interleukin-1.alpha. immunoglobulin g rabbit - canakinumab - binetrakin - interleukin-10 - metenkefalin solution drops,GUNA-VTL - anti-interleukin-1.alpha. immunoglobulin g rabbit - canakinumab - binetrakin - interleukin-10 - metenkefalin solution/ drops,,,0,,,,,,,
,,,,,,,,,,,,,
44883138,53265025010,Nitroglycerin 0.4 Sublingual Tablet [Able brand of nitroglycerin],Nitroglycerin 0.4 MG Sublingual Tablet [Able brand of nitroglycerin],,,19019336,198039,Nitroglycerin 0.4 MG Sublingual Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44838224,00029603221,Oxacillin 100 MGML Injectable Solution [Bactocill],Oxacillin 100 MG/ML Injectable Solution [Bactocill],,,1724711,312127,Oxacillin 100 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45236020,11098005005,Sufentanil 0.05 MGML Injectable Solution [Sufenta],Sufentanil 0.05 MG/ML Injectable Solution [Sufenta],,,43821297,OMOP678516,Sufentanil 0.05 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44906485,00002729810,Vancomycin 50 MGML Injectable Solution [Vancocin],Vancomycin 50 MG/ML Injectable Solution [Vancocin],,,1707772,313572,Vancomycin 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45847622,637760454,"acetylcholine chloride, histamine, interferon gamma-1a, interleukin-12 human, serotonin 200[kp_C]mL ORAL SPRAY","acetylcholine chloride, histamine, interferon gamma-1a, interleukin-12 human, serotonin 200[kp_C]/mL ORAL SPRAY",,,0,,,,,,,
,,,,,,,,,,,,,
45036848,54838021280,carbinoxamine 0.8 MGML Dextromethorphan 3 MGML Pseudoephedrine 12 MGML Oral Solution [Sildec DM],carbinoxamine 0.8 MG/ML / Dextromethorphan 3 MG/ML / Pseudoephedrine 12 MG/ML Oral Solution [Sildec DM],,,40226066,1010946,Carbinoxamine maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45847629,637760694,"interleukin-12 human, interferon gamma-1a 200[kp_C]mL ORAL SPRAY","interleukin-12 human, interferon gamma-1a 200[kp_C]/mL ORAL SPRAY",,,0,,,,,,,
,,,,,,,,,,,,,
45110999,00046093711,"28 Estrogens, Conjugated USP 0.45 Medroxyprogesterone 1.5 Oral Tablet Pack [Prempro 0.451.5 28 Day]","{28 (Estrogens, Conjugated (USP) 0.45 MG / Medroxyprogesterone 1.5 MG Oral Tablet) } Pack [Prempro 0.45/1.5 28 Day]",,,40225694,1000497,"{28 (Estrogens, Conjugated (USP) 0.45 MG / medroxyprogesterone acetate 1.5 MG Oral Tablet) } Pack [Prempro 0.45/1.5 28 Day]",Branded Pack,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45366371,91237000148,EASY TALK GLUCOSE TEST STRIP,EASY TALK GLUCOSE TEST STRIP,,,17,,,,,,,
,,,,,,,,,,,,,
44855038,91237000144,EASY TRAK GLUCOSE SYSTEM KIT,EASY TRAK GLUCOSE SYSTEM KIT,,,17,,,,,,,
,,,,,,,,,,,,,
44850657,57706076296,Acetazolamide 100 MGML Injectable Solution [Diamox],Acetazolamide 100 MG/ML Injectable Solution [Diamox],,,41131878,OMOP2329840,Acetazolamide 500 MG Injectable Solution [Diamox],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44872068,00002717501,Dobutamine 12.5 MGML Injectable Solution [Dobutrex],Dobutamine 12.5 MG/ML Injectable Solution [Dobutrex],,,37499149,2283534,dobutamine 12.5 MG/ML Injectable Solution [Dobutrex],Branded Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44889564,00026815110,Dacarbazine 10 MGML Injectable Solution [DTIC-Dome],Dacarbazine 10 MG/ML Injectable Solution [DTIC-Dome],,,40930194,OMOP2128156,Dacarbazine 10 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44940458,00002729710,Vancomycin 50 MGML Injectable Solution [Vancocin],Vancomycin 50 MG/ML Injectable Solution [Vancocin],,,1707772,313572,Vancomycin 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44940621,00009329501,Cytarabine 100 MGML Injectable Solution [Cytosar],Cytarabine 100 MG/ML Injectable Solution [Cytosar],,,36889792,OMOP1002787,Cytarabine 100 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44957329,00009329601,Cytarabine 100 MGML Injectable Solution [Cytosar],Cytarabine 100 MG/ML Injectable Solution [Cytosar],,,36889792,OMOP1002787,Cytarabine 100 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44959187,00310037951,Cefotetan 40 MGML Injectable Solution [Cefotan],Cefotetan 40 MG/ML Injectable Solution [Cefotan],,,35605998,1722921,Cefotetan 2000 MG Injection,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44974183,00002144410,Vancomycin 50 MGML Injectable Solution [Vancocin],Vancomycin 50 MG/ML Injectable Solution [Vancocin],,,1707772,313572,Vancomycin 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45027434,00270111103,gadoteridol 279 MGML Injectable Solution [Prohance],gadoteridol 279 MG/ML Injectable Solution [Prohance],,,17,,,,,,,
,,,,,,,,,,,,,
45027528,00338049003,EGG YOLK PHOSPHOLIPIDS 12 MGML Glycerol 22.5 MGML Soybean Oil 100 MGML Injectable Suspension [Intralipid],EGG YOLK PHOSPHOLIPIDS 12 MG/ML / Glycerol 22.5 MG/ML / Soybean Oil 100 MG/ML Injectable Suspension [Intralipid],,,17,,,,,,,
,,,,,,,,,,,,,
45059582,00002732125,Vancomycin 50 MGML Injectable Solution [Vancocin],Vancomycin 50 MG/ML Injectable Solution [Vancocin],,,1707772,313572,Vancomycin 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45212903,00002727210,Cefuroxime 90 MGML Injectable Solution [Kefurox],Cefuroxime 90 MG/ML Injectable Solution [Kefurox],,,40020950,374541,Cefuroxime Injectable Solution,Clinical Drug Form,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45213115,00015300220,Mitomycin 0.5 MGML Injectable Solution [Mutamycin],Mitomycin 0.5 MG/ML Injectable Solution [Mutamycin],,,44032462,OMOP1027093,Mitomycin 0.5 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
45214277,00182105801,Aspirin 325 Oral Tablet [Aspirin-Antacid],Aspirin 325 MG Oral Tablet [Aspirin-Antacid],,,19046742,212033,Aspirin 325 MG Oral Tablet,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45222514,50419051106,Fludarabine phosphate 25 MGML Injectable Solution [Fludara],Fludarabine phosphate 25 MG/ML Injectable Solution [Fludara],,,35605491,1740866,Fludarabine phosphate 25 MG/ML Injection,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44838027,00007314304,Cefazolin 20 MGML Injectable Solution [Ancef],Cefazolin 20 MG/ML Injectable Solution [Ancef],,,41212247,OMOP2410209,Cefazolin 20 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44840907,00590030221,Dipyridamole 5 MGML Injectable Solution [Persantine],Dipyridamole 5 MG/ML Injectable Solution [Persantine],,,44025777,OMOP1020408,Dipyridamole 5 MG/ML Injection [Persantine],Branded Drug,Standard,Valid,Drug,RxNorm Extension
,,,,,,,,,,,,,
44889718,00053775301,plasma protein fraction 50 MGML Injectable Solution [Plasma-Plex],plasma protein fraction 50 MG/ML Injectable Solution [Plasma-Plex],,,35605208,1729441,plasma protein fraction 50 MG/ML Injection,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44983562,49999015430,Bacitracin 0.4 UNTMG Neomycin 0.0035 MGMG Polymyxin B 5 UNTMG Topical Ointment,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment,,,19027805,204602,Bacitracin 0.4 UNT/MG / Neomycin 0.0035 MG/MG / Polymyxin B 5 UNT/MG Topical Ointment,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
44986546,55654003316,Dextromethorphan 6 MGML Guaifenesin 40 MGML Phenylephrine 2 MGML Oral Solution [PDM GG],Dextromethorphan 6 MG/ML / Guaifenesin 40 MG/ML / Phenylephrine 2 MG/ML Oral Solution [PDM GG],,,43012658,1364914,Dextromethorphan Hydrobromide 6 MG/ML / Guaifenesin 40 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45008185,00002732110,Vancomycin 50 MGML Injectable Solution [Vancocin],Vancomycin 50 MG/ML Injectable Solution [Vancocin],,,1707772,313572,Vancomycin 50 MG/ML Injectable Solution,Clinical Drug,Standard,Valid,Drug,RxNorm
,,,,,,,,,,,,,
45010160,00268030101,0.3 ML Epinephrine 1 MGML Prefilled Syringe [Epipen],0.3 ML Epinephrine 1 MG/ML Prefilled Syringe [Epipen],,,35414509,OMOP1148094,0.3 ML Epinephrine 1 MG/ML Prefilled Syringe [Epipen],Quant Branded Drug,Standard,Valid,Drug,RxNorm Extension
